Respondent,Platform
15166,Slack
15166,Windows
15169,Docker
15169,iOS
15169,MacOS
15169,Slack
15169,Windows
15170,AWS
15170,Docker
15170,Linux
15170,Slack
15170,Windows
15170,WordPress
15173,Linux
15176,AWS
15176,Docker
15176,iOS
15176,Kubernetes
15176,Linux
15176,MacOS
15176,Microsoft Azure
15176,Slack
15176,Windows
15176,WordPress
15179,Linux
15179,WordPress
15180,Linux
15180,Slack
15190,AWS
15190,Docker
15190,Linux
15200,Windows
15200,Other(s):
15201,Android
15201,Linux
15203,Google Cloud Platform
15203,Linux
15203,Slack
15206,Docker
15206,Heroku
15206,Linux
15206,MacOS
15213,Docker
15213,Linux
15217,Linux
15217,Windows
15217,WordPress
15221,Heroku
15221,Slack
15221,Windows
15218,Android
15218,AWS
15218,Docker
15218,Linux
15218,MacOS
15218,Slack
15222,Docker
15222,Windows
15236,AWS
15236,Google Cloud Platform
15236,Linux
15225,AWS
15225,Docker
15225,Linux
15226,Android
15226,Docker
15226,Google Cloud Platform
15226,Heroku
15226,iOS
15226,Kubernetes
15226,Linux
15226,MacOS
15226,Microsoft Azure
15231,Windows
15234,Linux
15235,MacOS
15237,AWS
15237,Docker
15237,Linux
15238,Windows
15238,WordPress
15240,AWS
15240,Docker
15240,Kubernetes
15240,Linux
15240,Slack
15242,Google Cloud Platform
15243,Linux
15243,MacOS
15243,Slack
15243,Windows
15250,Linux
15254,Docker
15254,Linux
15254,MacOS
15254,Windows
15254,WordPress
15261,AWS
15261,Docker
15261,Google Cloud Platform
15264,Windows
15272,Windows
15266,Windows
15267,Docker
15267,Linux
15274,Android
15274,Docker
15274,Google Cloud Platform
15274,iOS
15274,Raspberry Pi
15275,Slack
15285,Windows
15287,Android
15287,AWS
15287,Google Cloud Platform
15287,Heroku
15287,Linux
15288,Android
15288,Microsoft Azure
15288,Raspberry Pi
15291,Microsoft Azure
15291,Windows
15293,Android
15293,Arduino
15293,Docker
15293,Linux
15293,Raspberry Pi
15293,Windows
15296,Linux
15296,MacOS
15296,Windows
15298,Arduino
15298,AWS
15298,Linux
15298,Raspberry Pi
15298,Windows
15312,AWS
15312,MacOS
15312,Slack
15315,AWS
15315,Windows
15318,Docker
15318,Kubernetes
15318,Linux
15318,Windows
15320,AWS
15320,Docker
15320,Heroku
15320,iOS
15320,MacOS
15320,Slack
15323,Windows
15323,Other(s):
15327,Docker
15327,Kubernetes
15327,Linux
15329,Docker
15329,Linux
15329,Raspberry Pi
15329,Windows
15330,Android
15330,AWS
15330,Docker
15330,Google Cloud Platform
15330,Kubernetes
15330,Linux
15330,Windows
15334,Microsoft Azure
15334,WordPress
15339,AWS
15339,Docker
15339,Heroku
15339,iOS
15339,Linux
15339,MacOS
15339,Slack
15339,Windows
15339,WordPress
15345,Android
15345,Heroku
15345,Linux
15345,Windows
15346,IBM Cloud or Watson
15346,Linux
15346,MacOS
15346,Microsoft Azure
15346,Slack
15346,Windows
15347,AWS
15347,Docker
15347,Linux
15347,MacOS
15351,AWS
15351,Docker
15351,Google Cloud Platform
15351,Heroku
15351,Kubernetes
15351,Linux
15351,Slack
15351,Other(s):
15359,AWS
15359,MacOS
15359,Slack
15360,iOS
15360,Linux
15360,MacOS
15360,Raspberry Pi
15360,Slack
15362,Microsoft Azure
15362,Windows
15366,Microsoft Azure
15366,Windows
15368,AWS
15368,Raspberry Pi
15368,Windows
15368,WordPress
15369,Android
15369,AWS
15369,Slack
15369,Windows
15373,Google Cloud Platform
15373,Heroku
15373,Linux
15373,MacOS
15373,Microsoft Azure
15373,Slack
15373,Windows
15373,WordPress
15374,AWS
15374,Docker
15374,Linux
15378,Android
15378,Arduino
15378,AWS
15378,Docker
15378,Kubernetes
15378,Linux
15382,AWS
15382,Google Cloud Platform
15382,Windows
15383,Android
15383,Arduino
15383,Linux
15383,Raspberry Pi
15384,Docker
15384,Windows
15386,WordPress
15388,AWS
15388,Docker
15388,Kubernetes
15388,Linux
15388,MacOS
15388,Slack
15394,Android
15394,AWS
15394,Docker
15394,Heroku
15394,Linux
15394,Raspberry Pi
15394,Slack
15394,Windows
15394,WordPress
15395,AWS
15395,iOS
15398,Docker
15398,Google Cloud Platform
15398,Kubernetes
15399,Android
15399,AWS
15399,Google Cloud Platform
15399,Heroku
15399,Linux
15399,WordPress
15402,AWS
15402,Docker
15402,Kubernetes
15402,Linux
15402,MacOS
15402,Microsoft Azure
15410,Google Cloud Platform
15410,Linux
15410,MacOS
15410,Windows
15413,Android
15413,MacOS
15413,Slack
15413,Windows
15414,AWS
15414,Linux
15414,MacOS
15414,Windows
15429,AWS
15429,Docker
15429,Linux
15429,Slack
15418,AWS
15418,Docker
15418,iOS
15418,Kubernetes
15418,Microsoft Azure
15425,Raspberry Pi
15425,Windows
15426,Windows
15428,Arduino
15428,Docker
15428,MacOS
15428,Windows
15428,WordPress
15431,Heroku
15431,Linux
15431,MacOS
15431,Slack
15431,Windows
15431,WordPress
15432,Linux
15432,Windows
15441,Docker
15441,Linux
15441,Windows
15438,AWS
15438,Docker
15438,Heroku
15438,Kubernetes
15438,Linux
15438,MacOS
15438,Raspberry Pi
15438,Slack
15442,Android
15442,Other(s):
15443,AWS
15443,Docker
15443,Linux
15443,Windows
15445,AWS
15445,Docker
15445,Linux
15445,MacOS
15445,Slack
15451,Android
15451,Microsoft Azure
15451,Windows
15452,AWS
15452,Docker
15457,Windows
15458,Android
15458,iOS
15458,Linux
15458,MacOS
15458,Slack
15458,Windows
15459,Arduino
15459,Microsoft Azure
15459,Windows
15459,WordPress
15466,Docker
15466,Linux
15466,Windows
15472,AWS
15472,Linux
15472,Raspberry Pi
15472,Windows
15478,Slack
15484,Android
15484,AWS
15484,iOS
15484,Linux
15479,Docker
15479,Linux
15479,MacOS
15479,Raspberry Pi
15485,AWS
15485,Docker
15485,Linux
15485,MacOS
15485,Slack
15486,Windows
15489,Linux
15489,Microsoft Azure
15489,Raspberry Pi
15489,Slack
15489,Windows
15494,Android
15494,Arduino
15494,Docker
15494,Linux
15494,Raspberry Pi
15495,Android
15495,Arduino
15495,AWS
15495,Docker
15495,Linux
15495,MacOS
15495,Slack
15496,Windows
15498,Google Cloud Platform
15519,iOS
15502,AWS
15502,Docker
15502,Linux
15502,Other(s):
15505,AWS
15505,Docker
15505,Heroku
15505,Raspberry Pi
15505,Slack
15509,Linux
15509,Windows
15510,Android
15510,AWS
15510,Docker
15510,Linux
15510,Windows
15520,Android
15520,Docker
15520,Linux
15520,MacOS
15520,Slack
15520,Windows
15520,WordPress
15523,Docker
15523,Linux
15523,Slack
15524,Android
15524,iOS
15541,Linux
15541,Windows
15528,Android
15528,iOS
15528,Windows
15531,Android
15531,AWS
15531,Raspberry Pi
15531,Windows
15532,Heroku
15532,Linux
15532,Microsoft Azure
15532,Raspberry Pi
15532,Windows
15533,Android
15533,MacOS
15533,Microsoft Azure
15533,Windows
15535,Linux
15535,Windows
15536,Docker
15536,MacOS
15536,Windows
15537,Android
15537,AWS
15537,Linux
15537,Windows
15537,WordPress
15544,AWS
15544,Docker
15544,Kubernetes
15544,Linux
15544,Slack
15544,Windows
15545,Heroku
15545,Linux
15545,MacOS
15545,Slack
15545,WordPress
15547,AWS
15547,Docker
15549,Android
15550,Docker
15550,Linux
15550,Raspberry Pi
15556,Docker
15556,Microsoft Azure
15556,Slack
15556,Windows
15556,WordPress
15561,AWS
15561,Docker
15561,Kubernetes
15561,Linux
15561,Microsoft Azure
15561,Slack
15561,Windows
15567,iOS
15567,Linux
15567,Windows
15572,MacOS
15572,Windows
15574,Windows
15574,WordPress
15595,Windows
15582,Android
15582,iOS
15582,Slack
15583,Windows
15583,WordPress
15584,AWS
15584,Linux
15584,Windows
15585,Google Cloud Platform
15585,Linux
15585,Windows
15585,WordPress
15591,Android
15592,Docker
15592,Google Cloud Platform
15592,Kubernetes
15592,Linux
15594,AWS
15594,Docker
15594,Linux
15594,MacOS
15594,Slack
15594,Windows
15597,Android
15597,Google Cloud Platform
15597,Heroku
15597,iOS
15597,Microsoft Azure
15598,Docker
15598,Google Cloud Platform
15598,Linux
15601,Arduino
15601,Google Cloud Platform
15601,IBM Cloud or Watson
15601,MacOS
15601,Microsoft Azure
15601,Raspberry Pi
15601,Slack
15601,Windows
15601,WordPress
15605,Android
15605,iOS
15605,Windows
15612,Android
15612,Docker
15612,Kubernetes
15612,Windows
15613,Docker
15613,Google Cloud Platform
15613,Kubernetes
15617,AWS
15617,Linux
15617,MacOS
15617,Slack
15618,AWS
15618,Heroku
15618,iOS
15618,Raspberry Pi
15618,Slack
15621,Docker
15621,Google Cloud Platform
15621,Microsoft Azure
15627,Docker
15627,Linux
15627,MacOS
15627,Windows
15628,iOS
15628,Microsoft Azure
15628,Windows
15632,Windows
15633,Android
15633,AWS
15633,Docker
15633,Heroku
15633,iOS
15633,Linux
15633,MacOS
15633,Slack
15635,AWS
15635,Docker
15635,Google Cloud Platform
15635,Kubernetes
15635,Linux
15637,Android
15637,AWS
15637,Linux
15637,Raspberry Pi
15637,Windows
15641,Microsoft Azure
15641,Windows
15644,AWS
15644,Docker
15644,Google Cloud Platform
15644,Linux
15646,Docker
15646,Google Cloud Platform
15646,Kubernetes
15646,Linux
15646,Slack
15651,AWS
15651,Docker
15654,Windows
15660,Linux
15660,MacOS
15662,AWS
15662,Docker
15662,Heroku
15662,Microsoft Azure
15666,Microsoft Azure
15666,Windows
15667,Docker
15667,Linux
15667,Slack
15670,Docker
15670,Linux
15672,Google Cloud Platform
15675,AWS
15675,Linux
15675,MacOS
15675,Slack
15678,Linux
15678,MacOS
15678,Windows
15680,Slack
15682,Android
15682,AWS
15682,Docker
15682,Linux
15682,MacOS
15682,Slack
15682,Windows
15687,AWS
15687,Linux
15687,MacOS
15687,Raspberry Pi
15687,Windows
15689,Android
15689,AWS
15689,Google Cloud Platform
15689,Heroku
15689,Linux
15689,Slack
15689,Windows
15689,WordPress
15692,Microsoft Azure
15692,Windows
15698,Docker
15698,Linux
15698,Windows
15700,AWS
15700,Docker
15700,Linux
15700,MacOS
15700,Slack
15700,Windows
15704,Docker
15704,Linux
15704,Microsoft Azure
15704,Slack
15704,Windows
15704,WordPress
15705,Linux
15705,Slack
15705,Windows
15709,Docker
15709,Linux
15710,Arduino
15710,AWS
15710,Docker
15710,Google Cloud Platform
15710,Heroku
15710,Kubernetes
15710,Linux
15710,Slack
15711,Android
15711,Docker
15711,Linux
15711,Microsoft Azure
15711,Windows
15715,Windows
15738,Windows
15740,AWS
15740,Docker
15740,Google Cloud Platform
15740,Kubernetes
15744,Android
15750,Android
15750,Heroku
15752,Android
15752,Arduino
15752,Docker
15752,Kubernetes
15752,Linux
15752,Microsoft Azure
15752,Raspberry Pi
15752,Windows
15753,AWS
15753,Windows
15757,AWS
15757,Docker
15757,Google Cloud Platform
15757,Kubernetes
15757,Linux
15757,MacOS
15757,Slack
15757,Other(s):
15760,Android
15767,AWS
15767,Docker
15767,Kubernetes
15767,Microsoft Azure
15775,AWS
15775,Docker
15775,Linux
15775,Raspberry Pi
15775,Windows
15775,WordPress
15784,Android
15784,Arduino
15784,AWS
15784,Docker
15784,Google Cloud Platform
15784,Heroku
15784,IBM Cloud or Watson
15784,Linux
15784,MacOS
15784,Microsoft Azure
15784,Raspberry Pi
15784,Slack
15784,Windows
15785,Docker
15785,Linux
15785,Windows
15792,AWS
15792,Heroku
15792,Microsoft Azure
15792,Windows
15796,Microsoft Azure
15796,Raspberry Pi
15796,Windows
15799,AWS
15799,Docker
15799,Linux
15799,MacOS
15799,Windows
15803,Linux
15805,AWS
15805,Docker
15805,Linux
15805,MacOS
15805,Slack
15809,Android
15809,Raspberry Pi
15809,Windows
15811,Microsoft Azure
15811,Windows
15813,Arduino
15813,Linux
15891,Docker
15891,Kubernetes
15891,Linux
15891,Slack
15820,AWS
15820,Windows
15821,Docker
15821,Linux
15821,Slack
15821,Windows
15825,Android
15825,Arduino
15825,AWS
15825,Linux
15825,Windows
15836,Docker
15836,Google Cloud Platform
15836,Kubernetes
15836,Linux
15836,Windows
15837,Docker
15837,Google Cloud Platform
15837,Kubernetes
15837,Linux
15837,WordPress
15843,Android
15843,iOS
15843,Slack
15843,Windows
15845,Google Cloud Platform
15846,AWS
15846,Docker
15846,Google Cloud Platform
15846,Kubernetes
15846,Linux
15846,Raspberry Pi
15846,Windows
15848,AWS
15848,Docker
15848,Google Cloud Platform
15848,Linux
15849,Arduino
15849,AWS
15849,Docker
15849,Kubernetes
15849,Linux
15849,Raspberry Pi
15851,Android
15851,iOS
15851,Microsoft Azure
15851,Windows
15851,WordPress
15855,iOS
15855,MacOS
15855,Slack
15856,Docker
15856,Windows
15857,AWS
15857,Docker
15857,Linux
15857,MacOS
15857,Slack
15861,Docker
15861,Linux
15861,Slack
15861,Windows
15861,WordPress
15862,Android
15862,AWS
15862,Google Cloud Platform
15862,Linux
15862,Windows
15863,Heroku
15863,Raspberry Pi
15864,Arduino
15864,Linux
15864,Raspberry Pi
15864,Windows
15867,AWS
15867,Microsoft Azure
15867,Windows
15873,AWS
15873,Docker
15873,IBM Cloud or Watson
15873,Linux
15873,MacOS
15873,Raspberry Pi
15873,Slack
15881,Android
15881,Docker
15881,Linux
15882,AWS
15882,Docker
15882,Linux
15882,MacOS
15882,Raspberry Pi
15890,AWS
15890,Docker
15890,Kubernetes
15890,Linux
15890,Raspberry Pi
15894,Android
15894,iOS
15894,WordPress
15901,Android
15901,AWS
15901,Docker
15901,Google Cloud Platform
15901,Heroku
15901,iOS
15901,Linux
15901,MacOS
15901,Slack
15903,AWS
15903,Docker
15903,Google Cloud Platform
15903,Kubernetes
15903,Linux
15903,MacOS
15903,Slack
15904,AWS
15904,Docker
15904,Linux
15907,Linux
15907,MacOS
15907,Raspberry Pi
15907,Windows
15908,AWS
15908,Docker
15908,Linux
15916,Docker
15916,Kubernetes
15916,Linux
15916,Slack
15916,Windows
15923,Linux
15922,AWS
15922,Docker
15922,iOS
15924,MacOS
15924,Slack
15924,Windows
15926,Slack
15926,Windows
15927,Microsoft Azure
15927,WordPress
15928,Android
15934,AWS
15934,Docker
15934,Heroku
15934,Linux
15934,MacOS
15934,Microsoft Azure
15934,Slack
15934,Windows
15935,Android
15935,Arduino
15935,Linux
15935,Windows
15936,AWS
15936,Google Cloud Platform
15936,Linux
15936,Microsoft Azure
15936,Windows
15939,AWS
15939,Docker
15939,iOS
15939,Kubernetes
15942,Android
15942,AWS
15942,Heroku
15942,iOS
15942,WordPress
15943,Microsoft Azure
15951,Android
15951,AWS
15951,Heroku
15951,Linux
15951,MacOS
15951,Raspberry Pi
15952,Android
15952,Linux
15952,Windows
15953,Heroku
15953,Slack
15958,Android
15958,Arduino
15958,AWS
15958,Docker
15958,Kubernetes
15958,Linux
15958,Raspberry Pi
15958,Slack
15958,Windows
15963,Android
15963,Linux
15963,Slack
15973,Heroku
15973,Linux
15973,MacOS
15973,Windows
15973,WordPress
15966,AWS
15966,Docker
15966,Kubernetes
15966,Linux
15966,MacOS
15966,Slack
15966,WordPress
15968,AWS
15968,Docker
15968,Microsoft Azure
15975,Docker
15975,Windows
15979,Android
15979,AWS
15979,iOS
15979,WordPress
15981,Android
15981,AWS
15981,Docker
15981,Heroku
15981,iOS
15988,Android
15988,Arduino
15988,Linux
15988,Raspberry Pi
15996,Docker
15996,Kubernetes
15995,Android
15995,Heroku
15995,iOS
15999,AWS
16005,AWS
16004,Linux
16004,Windows
16004,WordPress
16006,Linux
16007,Android
16007,Microsoft Azure
16008,Docker
16008,Linux
16008,Slack
16011,Windows
16014,Docker
16014,Kubernetes
16014,Linux
16014,MacOS
16014,Microsoft Azure
16015,Windows
16016,Windows
16021,Windows
16020,Android
16020,AWS
16020,Docker
16020,Google Cloud Platform
16022,Windows
16024,AWS
16024,Docker
16024,Linux
16024,Slack
16024,Windows
16031,Linux
16031,Windows
16033,WordPress
16035,AWS
16035,Docker
16035,Linux
16035,Slack
16035,Windows
16036,AWS
16036,Docker
16036,Google Cloud Platform
16036,Linux
16036,MacOS
16036,Microsoft Azure
16036,Slack
16036,Windows
16037,iOS
16037,Slack
16037,Windows
16041,Android
16041,Linux
16041,Slack
16041,Windows
16047,AWS
16047,Docker
16047,Slack
16050,Google Cloud Platform
16050,Linux
16050,MacOS
16050,Slack
16050,Windows
16052,Docker
16052,Linux
16052,Raspberry Pi
16052,Windows
16054,Windows
16065,Other(s):
16071,AWS
16071,Docker
16071,iOS
16071,MacOS
16071,Slack
16071,Windows
16077,Android
16077,AWS
16077,Docker
16077,IBM Cloud or Watson
16077,Linux
16077,Slack
16077,Windows
16099,AWS
16099,Docker
16099,Linux
16099,Raspberry Pi
16099,Slack
16099,Windows
16088,Android
16088,Arduino
16088,Docker
16088,Google Cloud Platform
16088,Linux
16088,Microsoft Azure
16088,Raspberry Pi
16088,Slack
16088,Windows
16088,WordPress
16089,AWS
16089,Docker
16089,Google Cloud Platform
16089,Kubernetes
16092,AWS
16092,Docker
16092,Linux
16093,Docker
16093,Linux
16093,Slack
16094,Docker
16094,Linux
16094,MacOS
16094,Raspberry Pi
16094,Windows
16095,Docker
16095,Linux
16098,Android
16098,AWS
16098,iOS
16098,Windows
16098,WordPress
16101,Android
16101,Google Cloud Platform
16101,iOS
16101,Linux
16101,MacOS
16101,Slack
16101,Windows
16107,Heroku
16107,Windows
16113,AWS
16113,Docker
16113,MacOS
16116,Android
16116,iOS
16116,Linux
16116,MacOS
16116,Microsoft Azure
16116,Windows
16121,AWS
16121,Docker
16121,Linux
16122,Arduino
16122,AWS
16122,Docker
16122,Google Cloud Platform
16122,Linux
16122,MacOS
16122,Slack
16122,Windows
16123,Docker
16123,Windows
16128,AWS
16128,Docker
16128,Heroku
16128,MacOS
16128,Slack
16128,Windows
16128,WordPress
16136,Android
16136,Windows
16144,Windows
16145,Other(s):
16158,AWS
16158,Docker
16158,Linux
16158,MacOS
16158,Slack
16158,Windows
16151,Docker
16151,Heroku
16151,Linux
16151,Slack
16155,AWS
16155,Docker
16155,Kubernetes
16155,Linux
16155,Raspberry Pi
16155,Slack
16155,Other(s):
16161,Android
16161,Docker
16161,Heroku
16161,Slack
16161,Windows
16161,WordPress
16165,Microsoft Azure
16169,AWS
16169,Docker
16169,Linux
16169,Slack
16169,Windows
16173,AWS
16173,Linux
16171,Android
16171,Arduino
16171,AWS
16171,iOS
16171,Linux
16171,MacOS
16171,Raspberry Pi
16171,Slack
16171,Windows
16178,Android
16178,Windows
16182,AWS
16182,Windows
16186,Windows
16189,AWS
16189,Docker
16189,Linux
16190,Android
16190,Google Cloud Platform
16190,iOS
16190,Slack
16190,Windows
16191,Docker
16191,Linux
16191,MacOS
16191,Other(s):
16192,Android
16192,Docker
16192,Linux
16192,Raspberry Pi
16192,WordPress
16193,Google Cloud Platform
16193,Heroku
16195,Android
16195,Arduino
16195,Docker
16195,Heroku
16195,Linux
16195,Raspberry Pi
16195,Slack
16195,Windows
16196,AWS
16196,Linux
16196,MacOS
16197,Docker
16197,Linux
16197,Slack
16198,Android
16199,Docker
16199,Google Cloud Platform
16199,Kubernetes
16199,Linux
16200,Linux
16200,MacOS
16200,Microsoft Azure
16200,Slack
16200,Windows
16205,Windows
16213,AWS
16213,Linux
16213,MacOS
16213,Slack
16213,Windows
16215,Microsoft Azure
16215,Windows
16217,Android
16217,Microsoft Azure
16217,Windows
16220,Windows
16221,AWS
16221,IBM Cloud or Watson
16221,Linux
16221,MacOS
16221,Microsoft Azure
16221,Windows
16221,WordPress
16222,Docker
16222,Linux
16222,WordPress
16225,Linux
16225,Windows
16233,Docker
16233,Linux
16233,Raspberry Pi
16233,WordPress
16237,Linux
16237,Windows
16242,Linux
16242,Windows
16242,WordPress
16246,Windows
16249,Docker
16249,Kubernetes
16249,Linux
16255,AWS
16255,MacOS
16255,Slack
16255,Windows
16256,Docker
16256,Linux
16256,Windows
16257,Android
16257,AWS
16257,Docker
16257,Google Cloud Platform
16257,iOS
16257,Linux
16257,MacOS
16257,Microsoft Azure
16257,Raspberry Pi
16257,WordPress
16257,Other(s):
16261,AWS
16261,Docker
16261,Linux
16267,Android
16267,Arduino
16267,iOS
16267,Linux
16267,MacOS
16267,Microsoft Azure
16267,Raspberry Pi
16267,Slack
16267,Windows
16268,Linux
16279,AWS
16279,Docker
16279,iOS
16279,Linux
16279,MacOS
16279,Slack
16279,Windows
16283,AWS
16283,Docker
16283,Linux
16283,MacOS
16288,Docker
16288,Kubernetes
16289,Docker
16289,Google Cloud Platform
16289,MacOS
16291,Android
16291,Slack
16295,AWS
16295,Slack
16308,Docker
16308,Google Cloud Platform
16308,IBM Cloud or Watson
16308,Kubernetes
16308,Linux
16308,MacOS
16308,Slack
16296,WordPress
16297,Linux
16299,AWS
16299,Docker
16299,Google Cloud Platform
16299,Heroku
16299,Linux
16299,MacOS
16299,Slack
16315,Android
16315,iOS
16315,Windows
16323,Other(s):
16319,Arduino
16319,Linux
16320,Microsoft Azure
16325,AWS
16325,Docker
16328,Android
16328,AWS
16328,Docker
16328,iOS
16328,Linux
16328,Microsoft Azure
16328,Windows
16330,Linux
16331,Linux
16331,Windows
16359,Microsoft Azure
16334,AWS
16334,Docker
16334,Linux
16334,Slack
16334,Windows
16342,Microsoft Azure
16342,Windows
16350,AWS
16350,Docker
16350,Linux
16350,MacOS
16351,AWS
16351,Linux
16351,MacOS
16351,WordPress
16351,Other(s):
16352,Linux
16352,Windows
16352,WordPress
16353,Android
16353,Linux
16353,Windows
16355,Slack
16355,Windows
16360,AWS
16360,Linux
16360,MacOS
16361,Android
16361,AWS
16361,Docker
16361,Google Cloud Platform
16361,Heroku
16361,Kubernetes
16361,Linux
16361,MacOS
16361,Slack
16362,Android
16362,AWS
16362,Docker
16362,Kubernetes
16362,Linux
16362,Slack
16362,Windows
16368,Docker
16368,Kubernetes
16380,Raspberry Pi
16380,Windows
16370,AWS
16370,Linux
16370,MacOS
16370,Slack
16370,WordPress
16372,Android
16373,Android
16373,AWS
16373,Docker
16373,Linux
16373,Slack
16373,Windows
16375,Heroku
16375,Microsoft Azure
16379,Android
16382,Docker
16382,Google Cloud Platform
16382,Kubernetes
16382,Linux
16382,MacOS
16382,Raspberry Pi
16382,Slack
16386,Linux
16386,Windows
16414,Windows
16389,Microsoft Azure
