Respondent,DevType
14050,"Developer, full-stack"
14054,"Developer, back-end"
14054,"Developer, front-end"
14054,"Developer, full-stack"
14054,DevOps specialist
14054,"Engineer, site reliability"
14055,"Developer, back-end"
14056,"Developer, back-end"
14058,Academic researcher
14058,Data scientist or machine learning specialist
14058,"Developer, full-stack"
14065,"Developer, front-end"
14065,"Developer, full-stack"
14065,DevOps specialist
14069,"Developer, back-end"
14069,"Developer, desktop or enterprise applications"
14069,"Developer, full-stack"
14071,"Developer, back-end"
14071,"Developer, desktop or enterprise applications"
14071,"Developer, full-stack"
14071,"Developer, mobile"
14071,Product manager
14073,"Developer, back-end"
14073,"Engineer, site reliability"
14073,Student
14077,"Developer, full-stack"
14077,"Developer, mobile"
14078,"Developer, back-end"
14078,"Developer, mobile"
14081,Data or business analyst
14081,Database administrator
14081,"Developer, back-end"
14081,"Developer, desktop or enterprise applications"
14081,"Developer, front-end"
14081,"Developer, full-stack"
14085,"Developer, full-stack"
14093,System administrator
14094,"Developer, full-stack"
14094,"Engineer, site reliability"
14095,"Developer, back-end"
14103,"Developer, back-end"
14103,"Developer, front-end"
14103,"Developer, full-stack"
14103,DevOps specialist
14109,"Developer, full-stack"
14109,Engineering manager
14109,Senior executive/VP
14112,Database administrator
14112,"Developer, back-end"
14112,"Developer, front-end"
14112,"Developer, full-stack"
14112,"Developer, QA or test"
14116,Data or business analyst
14116,"Developer, back-end"
14116,"Developer, desktop or enterprise applications"
14116,"Developer, front-end"
14116,"Developer, full-stack"
14116,"Developer, mobile"
14116,DevOps specialist
14116,Educator
14117,"Developer, back-end"
14117,"Developer, front-end"
14117,"Developer, full-stack"
14119,Designer
14119,"Developer, back-end"
14119,"Developer, embedded applications or devices"
14119,"Developer, full-stack"
14119,"Developer, mobile"
14120,Database administrator
14120,"Developer, back-end"
14120,"Developer, mobile"
14120,"Engineer, data"
14120,"Engineer, site reliability"
14120,System administrator
14126,"Developer, full-stack"
14127,"Developer, full-stack"
14127,"Developer, game or graphics"
14127,"Developer, mobile"
14128,"Developer, back-end"
14128,"Developer, front-end"
14128,"Developer, full-stack"
14130,"Developer, back-end"
14130,"Developer, front-end"
14130,"Developer, full-stack"
14131,Data scientist or machine learning specialist
14131,"Developer, full-stack"
14131,DevOps specialist
14132,"Developer, desktop or enterprise applications"
14147,"Developer, full-stack"
14137,"Developer, back-end"
14137,"Developer, front-end"
14137,"Developer, full-stack"
14137,DevOps specialist
14137,Senior executive/VP
14141,Data scientist or machine learning specialist
14144,Data or business analyst
14144,Data scientist or machine learning specialist
14144,"Developer, back-end"
14144,"Developer, desktop or enterprise applications"
14144,"Developer, mobile"
14144,"Engineer, data"
14145,"Developer, back-end"
14145,"Developer, desktop or enterprise applications"
14145,"Developer, front-end"
14145,"Developer, full-stack"
14145,Engineering manager
14145,Product manager
14146,"Developer, back-end"
14146,"Developer, desktop or enterprise applications"
14146,"Developer, full-stack"
14146,"Developer, game or graphics"
14149,"Developer, back-end"
14149,DevOps specialist
14149,"Engineer, data"
14150,"Developer, back-end"
14150,"Developer, desktop or enterprise applications"
14150,"Developer, embedded applications or devices"
14150,"Developer, front-end"
14150,"Developer, full-stack"
14150,"Developer, mobile"
14150,Educator
14152,Data scientist or machine learning specialist
14155,"Developer, back-end"
14157,"Developer, back-end"
14157,"Developer, desktop or enterprise applications"
14157,"Developer, front-end"
14157,"Developer, full-stack"
14157,"Developer, game or graphics"
14158,"Developer, front-end"
14158,"Developer, mobile"
14159,"Developer, full-stack"
14167,"Developer, back-end"
14169,"Developer, back-end"
14171,"Developer, back-end"
14171,"Developer, full-stack"
14174,Data or business analyst
14174,"Developer, desktop or enterprise applications"
14176,"Developer, full-stack"
14178,"Developer, back-end"
14186,"Developer, back-end"
14186,"Developer, desktop or enterprise applications"
14186,"Developer, embedded applications or devices"
14186,"Developer, front-end"
14186,"Developer, full-stack"
14186,Scientist
14188,Database administrator
14188,"Developer, back-end"
14188,"Developer, desktop or enterprise applications"
14188,"Developer, front-end"
14188,"Developer, full-stack"
14188,System administrator
14189,"Developer, back-end"
14189,Engineering manager
14196,Engineering manager
14193,Data or business analyst
14193,Data scientist or machine learning specialist
14195,"Developer, back-end"
14195,"Developer, desktop or enterprise applications"
14195,Educator
14197,"Developer, back-end"
14197,"Developer, desktop or enterprise applications"
14197,"Developer, QA or test"
14197,DevOps specialist
14198,"Developer, back-end"
14198,"Developer, front-end"
14198,"Developer, full-stack"
14200,Database administrator
14200,"Developer, back-end"
14200,Student
14200,System administrator
14201,Database administrator
14201,"Developer, back-end"
14201,"Developer, desktop or enterprise applications"
14201,"Developer, front-end"
14201,"Developer, full-stack"
14201,"Engineer, site reliability"
14203,Academic researcher
14203,"Developer, back-end"
14203,Educator
14203,Scientist
14203,Student
14204,"Developer, desktop or enterprise applications"
14206,"Developer, back-end"
14206,"Developer, front-end"
14206,"Developer, full-stack"
14207,"Developer, back-end"
14207,"Developer, front-end"
14207,"Developer, mobile"
14209,"Developer, full-stack"
14217,"Developer, back-end"
14217,"Developer, desktop or enterprise applications"
14217,"Developer, front-end"
14217,"Developer, full-stack"
14217,DevOps specialist
14217,Student
14218,"Developer, full-stack"
14218,Educator
14218,Student
14219,"Developer, full-stack"
14224,"Developer, front-end"
14224,"Developer, full-stack"
14224,"Developer, mobile"
14225,"Developer, back-end"
14225,"Developer, desktop or enterprise applications"
14225,"Developer, embedded applications or devices"
14225,"Developer, front-end"
14225,"Developer, full-stack"
14227,"Developer, back-end"
14227,"Developer, full-stack"
14227,"Developer, mobile"
14227,System administrator
14228,"Developer, back-end"
14228,"Developer, full-stack"
14229,"Developer, front-end"
14229,"Developer, full-stack"
14231,"Developer, back-end"
14231,"Developer, front-end"
14231,"Developer, full-stack"
14231,"Developer, mobile"
14231,Product manager
14232,Database administrator
14232,"Developer, back-end"
14232,"Developer, desktop or enterprise applications"
14232,"Developer, embedded applications or devices"
14232,"Developer, front-end"
14232,"Developer, full-stack"
14232,"Developer, mobile"
14232,DevOps specialist
14232,Educator
14232,Product manager
14232,Student
14232,System administrator
14234,"Developer, back-end"
14234,"Developer, front-end"
14234,"Developer, full-stack"
14235,"Developer, mobile"
14237,"Developer, full-stack"
14239,"Developer, back-end"
14240,"Developer, full-stack"
14240,Educator
14244,Data scientist or machine learning specialist
14244,"Developer, back-end"
14244,"Engineer, data"
14249,Data or business analyst
14249,"Developer, back-end"
14249,"Developer, desktop or enterprise applications"
14249,"Developer, front-end"
14267,Designer
14267,"Developer, back-end"
14267,"Developer, front-end"
14267,"Developer, full-stack"
14267,"Developer, mobile"
14270,"Developer, back-end"
14270,DevOps specialist
14270,"Engineer, data"
14270,"Engineer, site reliability"
14272,Data scientist or machine learning specialist
14272,"Engineer, data"
14275,"Developer, back-end"
14275,"Developer, front-end"
14275,Educator
14276,Data or business analyst
14276,"Developer, back-end"
14276,"Developer, desktop or enterprise applications"
14276,"Developer, front-end"
14276,"Developer, full-stack"
14276,Student
14277,"Developer, back-end"
14277,"Developer, desktop or enterprise applications"
14277,"Developer, front-end"
14277,"Developer, full-stack"
14278,"Developer, QA or test"
14278,DevOps specialist
14278,System administrator
14280,Data or business analyst
14280,Database administrator
14280,"Developer, desktop or enterprise applications"
14282,Database administrator
14282,"Developer, back-end"
14282,DevOps specialist
14283,Database administrator
14283,Designer
14283,"Developer, back-end"
14283,"Developer, desktop or enterprise applications"
14283,"Developer, front-end"
14283,"Developer, full-stack"
14283,DevOps specialist
14283,Educator
14284,"Developer, back-end"
14284,Engineering manager
14288,Academic researcher
14288,Designer
14288,Educator
14288,Student
14295,"Developer, full-stack"
14296,"Developer, back-end"
14296,"Developer, desktop or enterprise applications"
14296,"Developer, embedded applications or devices"
14296,"Developer, front-end"
14296,"Developer, full-stack"
14297,"Developer, back-end"
14297,"Developer, desktop or enterprise applications"
14302,"Developer, full-stack"
14306,"Developer, desktop or enterprise applications"
14306,"Developer, game or graphics"
14318,Database administrator
14318,"Developer, front-end"
14318,"Developer, mobile"
14309,Data or business analyst
14309,Data scientist or machine learning specialist
14309,Product manager
14317,Data scientist or machine learning specialist
14317,"Developer, back-end"
14317,"Developer, desktop or enterprise applications"
14317,"Developer, full-stack"
14317,"Developer, game or graphics"
14319,"Developer, back-end"
14319,"Developer, mobile"
14319,DevOps specialist
14319,System administrator
14322,Database administrator
14326,"Developer, back-end"
14326,"Developer, desktop or enterprise applications"
14326,"Developer, front-end"
14326,"Developer, full-stack"
14326,"Developer, mobile"
14331,Designer
14331,"Developer, front-end"
14334,"Developer, full-stack"
14335,"Developer, front-end"
14335,"Developer, mobile"
14335,Product manager
14341,"Developer, full-stack"
14344,"Developer, desktop or enterprise applications"
14347,Data or business analyst
14354,"Developer, front-end"
14354,"Developer, full-stack"
14356,Designer
14356,"Developer, desktop or enterprise applications"
14356,DevOps specialist
14359,Data scientist or machine learning specialist
14359,"Developer, back-end"
14359,"Engineer, data"
14361,Database administrator
14361,"Developer, back-end"
14361,"Developer, desktop or enterprise applications"
14361,"Developer, front-end"
14361,"Developer, full-stack"
14361,"Developer, mobile"
14361,Educator
14361,System administrator
14362,Academic researcher
14362,Designer
14362,"Developer, back-end"
14362,"Developer, desktop or enterprise applications"
14362,Educator
14362,"Engineer, data"
14377,"Developer, embedded applications or devices"
14367,"Developer, back-end"
14371,"Developer, back-end"
14371,"Developer, front-end"
14371,"Developer, full-stack"
14371,"Developer, mobile"
14371,DevOps specialist
14371,Engineering manager
14371,System administrator
14376,Data or business analyst
14376,"Developer, full-stack"
14376,Student
14378,"Developer, back-end"
14378,"Engineer, data"
14381,"Developer, front-end"
14381,"Developer, full-stack"
14382,"Developer, full-stack"
14383,"Developer, desktop or enterprise applications"
14384,"Developer, full-stack"
14385,"Developer, full-stack"
14387,"Developer, back-end"
14387,"Developer, front-end"
14387,"Developer, full-stack"
14387,"Developer, mobile"
14392,Database administrator
14392,"Developer, back-end"
14392,"Developer, front-end"
14392,"Developer, full-stack"
14392,"Developer, mobile"
14393,"Developer, full-stack"
14393,Engineering manager
14395,Data or business analyst
14395,Data scientist or machine learning specialist
