Respondent,Country,Employment,Student,EdLevel,UndergradMajor,DevType,YearsCode,YearsCodePro,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,DevEnviron,OpSys,ConvertedComp,WorkWeekHrs,WorkRemote,CareerSat,JobSat,Age,Gender,GenderMain
9553,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Data scientist or machine learning specialist;Developer, back-end",6,5,JavaScript;Python;SQL;TypeScript,Firebase;MongoDB;MySQL;SQLite,AWS;Linux;Slack,IPython / Jupyter;Vim;Visual Studio Code,Linux-based,9095,50,Less than once per month / Never,Very satisfied,Very satisfied,24,Man,Man
9554,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, front-end",12,5,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,Slack;Windows;WordPress;Other(s):,Visual Studio;Visual Studio Code,Windows,40563,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,28,Woman,Woman
9557,Bangladesh,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Engineering manager;Product manager",18,14,C#;Java;JavaScript;TypeScript,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Microsoft Azure;Windows,Visual Studio;Visual Studio Code,Windows,17916,45,It's complicated,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,38,Man,Man
9566,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",20,15,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,DynamoDB,AWS;Docker;MacOS;Slack,IntelliJ;Vim;Visual Studio Code,MacOS,155000,45,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,32,Man,Man
9560,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Database administrator;Developer, back-end;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;DevOps specialist",5,2,HTML/CSS;Java;JavaScript;SQL;TypeScript,Firebase;MongoDB;MySQL,Google Cloud Platform;Linux,Vim;Visual Studio Code,Windows,9795,45,Less than once per month / Never,Slightly satisfied,Slightly dissatisfied,23,Man,Man
9561,United States,Employed full-time,No,Some college/university study without earning a degree,"Information systems, information technology, or system administration","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",21,16,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Objective-C;Ruby;SQL;TypeScript;Other(s):,Elasticsearch;MySQL;PostgreSQL;Redis,Android;AWS;Docker;Heroku;iOS,Atom;Vim;Visual Studio Code,MacOS,90000,45,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,39,Man,Man
9564,Brazil,Employed full-time,"Yes, part-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)",Web development or web design,"Academic researcher;Data or business analyst;Database administrator;Developer, back-end;Developer, full-stack;Engineer, site reliability;System administrator",16,11,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite;Other(s):,Android;AWS;Docker;Linux,Eclipse;Notepad++;Sublime Text;Vim;Visual Studio Code,Linux-based,30156,40,Less than once per month / Never,Very dissatisfied,Very dissatisfied,31,Man,Man
9565,Denmark,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",DevOps specialist,14,5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;Scala;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,AWS;Docker;Kubernetes;Linux,Emacs;Visual Studio Code,MacOS,125220,40,All or almost all the time (I'm full-time remote),Very satisfied,Very satisfied,29,Man,Man
9572,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, full-stack",3,2,Java;JavaScript;PHP;TypeScript,DynamoDB;MariaDB;PostgreSQL,AWS,Visual Studio Code,Windows,8396,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,25,Man,Man
9573,New Zealand,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;DevOps specialist",13,5,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;TypeScript,DynamoDB,AWS;Docker;Linux;Slack,Visual Studio Code,Linux-based,44830,38,"More than half, but not all, the time",Slightly satisfied,Very satisfied,28,Man,Man
9574,Malaysia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, full-stack",2,2,HTML/CSS;Java;JavaScript;Scala,DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL,AWS;Docker;Linux,IntelliJ;Sublime Text;Visual Studio Code,Linux-based,23679,40,A few days each month,Slightly satisfied,Slightly satisfied,30,Man,Man
9578,Greece,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration","Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Engineering manager;System administrator",28,22,C#;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;MySQL,AWS;Linux;Windows,PyCharm;Vim;Visual Studio,Linux-based,27492,50,Less than once per month / Never,Slightly satisfied,Very dissatisfied,40,Man,Man
9581,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","Database administrator;Developer, back-end;Developer, front-end;Developer, full-stack",15,2,HTML/CSS;JavaScript;PHP;SQL;TypeScript,Firebase;MySQL;Redis,AWS;Docker;Google Cloud Platform,PHPStorm;Sublime Text,MacOS,60000,36,"More than half, but not all, the time",Very satisfied,Very satisfied,33,Man,Man
9618,Netherlands,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end",17,11,C++;C#;Java;Python,PostgreSQL,Linux;Windows,IntelliJ;PyCharm,Linux-based,114575,40,Less than once per month / Never,Very satisfied,Slightly satisfied,32,Man,Man
9583,Russian Federation,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;Developer, game or graphics",10,5,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL;Other(s):,SQLite,Android;Windows,NetBeans;Notepad++;Visual Studio;Visual Studio Code,Windows,9168,40,Less than once per month / Never,Slightly dissatisfied,Slightly dissatisfied,25,Man,Man
9584,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",16,13,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;Swift,Microsoft SQL Server;MySQL;SQLite,Android;iOS;MacOS;Windows,Android Studio;Notepad++;Vim;Visual Studio;Visual Studio Code;Xcode,Windows,117763,45,A few days each month,Very satisfied,Very satisfied,33,Man,Man
9592,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","Developer, full-stack",40,36,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;Other(s):,PostgreSQL;Other(s):,AWS;Linux;MacOS,Atom;IntelliJ;PyCharm,MacOS,2000000,55,About half the time,Very satisfied,Slightly dissatisfied,58,Woman,Woman
9602,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A humanities discipline (ex. literature, history, philosophy)","Database administrator;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Marketing or sales professional",38,32,HTML/CSS;JavaScript;PHP,Cassandra;MariaDB;MySQL;SQLite,Docker;iOS;Linux;MacOS;Microsoft Azure,Coda;Xcode,MacOS,80000,40,Less than once per month / Never,Neither satisfied nor dissatisfied,Slightly satisfied,50,Man,Man
9607,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications",20,10,Bash/Shell/PowerShell;C;C++,SQLite,Linux;Windows,Vim;Visual Studio,Linux-based,92000,45,Less than once per month / Never,Slightly satisfied,Slightly satisfied,38,Man,Man
9608,Russian Federation,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",Data or business analyst,14,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,MongoDB;MySQL;PostgreSQL,AWS;Docker;Linux;MacOS;Slack,IPython / Jupyter;Sublime Text;Vim;Xcode,MacOS,25296,40,Less than once per month / Never,Slightly satisfied,Slightly satisfied,25,Woman,Woman
9610,Turkey,Employed full-time,"Yes, full-time","Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;DevOps specialist",5,0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL,Docker;Kubernetes;Linux;MacOS;Slack,IntelliJ;Vim;Visual Studio Code,Linux-based,11748,40,Less than once per month / Never,Slightly satisfied,Slightly satisfied,23,Man,Man
9615,United States,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, desktop or enterprise applications;DevOps specialist",6,4,Bash/Shell/PowerShell;C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,DynamoDB;Firebase;Microsoft SQL Server;Redis;SQLite,AWS;Docker;Linux;Raspberry Pi;Slack;Windows,Visual Studio Code,Windows,140000,45,All or almost all the time (I'm full-time remote),Very satisfied,Slightly satisfied,28,Man,Man
9616,Canada,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)","Developer, back-end;DevOps specialist;Engineer, site reliability",4,4,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Scala;SQL,Cassandra;DynamoDB;Elasticsearch;PostgreSQL,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack,IntelliJ;Vim,MacOS,129775,50,It's complicated,Slightly satisfied,Neither satisfied nor dissatisfied,30,Man,Man
9619,Colombia,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack",6,1,Go;JavaScript;TypeScript,MongoDB,Android,Sublime Text;Visual Studio Code,Windows,4656,48,It's complicated,Slightly satisfied,Slightly satisfied,22,Man,Man
9624,France,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, full-stack",9,3,C#;HTML/CSS;JavaScript;SQL,Elasticsearch;Microsoft SQL Server;Redis,Windows,Sublime Text;Visual Studio,Windows,23376,35,Less than once per month / Never,Slightly satisfied,Slightly satisfied,23,Man,Man
9628,Cuba,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Designer;Developer, desktop or enterprise applications;Developer, front-end;System administrator",17,3,HTML/CSS;Java;JavaScript;Ruby,Microsoft SQL Server;PostgreSQL;SQLite;Other(s):,Docker;Linux;Windows,Eclipse;IntelliJ;PyCharm;RubyMine;Visual Studio Code,Linux-based,1092,45,Less than once per month / Never,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,35,Man,Man
9631,India,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Product manager;System administrator",7,6,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Elasticsearch;Firebase;MongoDB;MySQL;PostgreSQL;Redis,AWS;Google Cloud Platform;Heroku;Linux;Raspberry Pi;Windows,NetBeans;Sublime Text;Vim,Linux-based,17964,46,Less than once per month / Never,Very satisfied,Very satisfied,27,Man,Man
9638,United States,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Developer, full-stack;Developer, mobile",35,30,C#;HTML/CSS;JavaScript;Objective-C,DynamoDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,Android;AWS;iOS;Linux;MacOS;Slack;Windows,Android Studio;Sublime Text;Visual Studio;Xcode,MacOS,167000,45,"Less than half the time, but at least one day each week",Very satisfied,Neither satisfied nor dissatisfied,49,Man,Man
9642,Poland,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"Data scientist or machine learning specialist;Developer, back-end;Engineer, data",30,25,Java;Python;R;Rust;Scala;SQL;Swift,Cassandra;DynamoDB;MySQL;PostgreSQL;SQLite,Arduino;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Raspberry Pi;Slack,IntelliJ;IPython / Jupyter;RStudio;Visual Studio Code,Linux-based,64128,40,"Less than half the time, but at least one day each week",Slightly satisfied,Slightly dissatisfied,53,Man,Man
9646,Sweden,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",8,3,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Microsoft SQL Server,Docker;Windows,Notepad++;Visual Studio;Visual Studio Code,Windows,44412,45,About half the time,Slightly satisfied,Slightly satisfied,27,Man,Man
9647,United States,Employed full-time,"Yes, part-time",Associate degree,"Information systems, information technology, or system administration","Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;System administrator",2,0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,MySQL;SQLite,Docker;Linux;MacOS,PyCharm;Sublime Text;Vim,Linux-based,42000,40,Less than once per month / Never,Very satisfied,Very satisfied,31,Man,Man
9649,India,Employed full-time,No,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, full-stack",5,3,C;C++;C#;Dart;Go;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,Cassandra;Firebase;MongoDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Android;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Kubernetes;Raspberry Pi,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,6720,8,Less than once per month / Never,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,27,Man,Man
9650,United Kingdom,Employed full-time,No,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist",9,7,Bash/Shell/PowerShell;C#;JavaScript;SQL;Other(s):,Cassandra;Elasticsearch;Microsoft SQL Server;Redis,AWS;Docker;Kubernetes;Linux;Windows,Visual Studio;Visual Studio Code,Windows,706572,40,"Less than half the time, but at least one day each week",Very satisfied,Very satisfied,29,Man,Man
9652,Chile,Employed full-time,"Yes, full-time","Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","Developer, back-end;Developer, front-end;Developer, full-stack;Student",13,3,HTML/CSS;JavaScript;Python;Ruby;Other(s):,MongoDB;MySQL;Redis,Google Cloud Platform;Linux,Vim;Visual Studio Code,Linux-based,16464,24,It's complicated,Slightly dissatisfied,Very dissatisfied,26,Man,Man
9653,Canada,Employed full-time,No,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist;Engineer, data;Engineer, site reliability;System administrator",23,12,JavaScript;TypeScript,Elasticsearch;PostgreSQL;Redis,AWS;Docker;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack,Visual Studio Code,MacOS,842772,40,A few days each month,Neither satisfied nor dissatisfied,Slightly dissatisfied,39,Man,Man
